Text,Sentiment
"AAP > Told you yesterday it's not a buy yet. When I say it's a buy, I'll be backing the truck myself.",negative
"JCP 1x2 ratio spread goes off in May. Buying 30,000 16P for 1.57 and selling 60,000 12P for .45 against lower OI. Opening position",negative
"JCP think this one rolls over here towards the EOD, this one does have the chance of bankruptcy, cash balances lower, avail. C lines lower",negative
Bought 1/2 position in SSYS  62.79 going into earnings Monday  ,positive
"Somehow this reminds me of TGT, JCP #Ackman at least did not buy call options on JCP, still in big trouble, fund redemptions coming imho",negative
"#Groupon & #JCPenney taking the hits on the mkt today, down about 24% & 18%.  GPN  JCP",negative
G beats. Our take on investing in guns:  SWHC,positive
ISG someone got a margin call on this move...Craziness in the market towards the close SPY DIA QQQ could not break through Mon.'s high,negative
user: user: AAP 1.5 M trades at close l - lot of sellers  broad sell off but if no buyers = bigger drop look  isrg,positive
wow ISG being probed literally lol by regulators,negative
user: GS a text book trendline break intraday -   ,negative
"Having worked for Eric efkofsky myself, I wouldn't count him out. The dude can work magic in tough situations. GPN",positive
OVTI down 8% in AH,negative
Seems like a good time to rehash this post about working for Eric efkofsky...  GPN,positive
"GPN Mason getting the boot is probably the best news for that company since it came public, doesn't solve the problems with the biz tho...",negative
"  Elephant hunting ISG, PCN, AMZN, A point and figure review, high risk , define loss w opt  ",negative
"China's natural gas drive may cut oil demand by a tenth, euters :   NG NG_F XCO CHK ECA SD COG KWK P SO",positive
  ISG An update to our Feb 20th video review..if it closes below 495 much lower to come soon  ,negative
Market Wrap Video + Additions to Watch ist  including: AIZ CBMX CDX MAN MDSO NDAQ TWO,positive
HD there is a nice entry at 67 which I will look out for. Not a stock to short. No position for now.,positive
user: Building a position in ZNGA. ooking to add on pullbacks. Can't ignore the volume and the story  ,positive
AAP Apple showing stong support in this area. However 400 is next critical price.,positive
user hell yes :) YHOO,positive
"If I can get a nice 1-2 day move down in SWY, I am gonna go pig wild on it. Traded in and out 3 times already, but big  still waiting..",positive
SCCO double top? 50 SMA turning down.  ,negative
"NFX Mar 205C (Mar 8th expiry), TOS shows it firing at the bid (1.50 x 1.53), but sorry folks, BOT!  ",positive
"NVDA Nvidia Tegra 4 Benchmarked, Crushes Competition.  ",positive
user: GEVO the beginning of a new uptrend:  ,positive
Today's game HF for the Icahn team and maybe a little bit of GPN in memory of Andrew !,positive
TEK sleeping giant one of these day soon booom target 2.5-+,positive
NFX gets exclusive streaming rights to The Hunger Games,positive
CES watching for a move over 3.50,positive
"SD this is the ammo to help fire Tom Ward, was needed imho... unfortunately once again at the shareholders expense. NG SO",positive
INFI from watch list gapped over line - vol just 5% of ave full day - watching  ,positive
CES trying to stay above 3.50 needs followthrough here or the pattern may fail,positive
AMTD looking for a bounce off the 50sma,positive
SQNM trying to bounce needs better volume,positive
"CES took some off, 3.45 stop",positive
CDX from watch list over line on volume of 15% ave full day   ,positive
"GMC really like how this one continues to hold up so well, volume on the up days  ",positive
"Nice day for the kicked out of the Nasdaq boys.  NFX, BBY, GMC all green.",positive
AAP breaking support on heavy volume - sharing a few insights VIDEO   ,negative
"Notable S in OPEN, but general market heavy",positive
AAP Breaking important level here.   ,negative
CES long 3.50-3.52 target 3.58 -3.60,positive
"user ooks green to me, plus the 3% i got out of it buying at 35.25 today DDD",positive
Get the Elephant guns...I'm going hunting for AAP I'm not shooting yet...But I'm close.,positive
BAC MarketMaket will make lot of  from Short Seller Today till March 7 IMO,positive
NSPH peeled more off 2.19,positive
KEX made awesome move thru 7.00 to 7.09 made nice score was A IN!! - made nice profit all those shares sold buying back 6.95 and less,positive
AAP Self-serving tweets re AAP's continuous slide w/TC as CEO. Spending for &D's on hyperdrive & 100+ talented people work w/Jony Ives.,positive
HHC sold 30m of residential lots in Summerlin in Vegas in 2012.... For Jan/Feb 2013? 31M,positive
NSPH trying to move into the gap,positive
AAP user More on the Fed after this. New 1 yr low today for Apple  431.88. Could 310.50 be next?,negative
"Some math HHC sold 206 condo units in 29 hours in Hawaii in Dec. Avg 1100 sqft, avg 1,500 sqft/condo (1.65M /unit) (own 25% of project)",positive
Adding short BWS to portfolio. I think next years estimates are too high.,negative
BAC Big Volume Today = Big Boy Involved = I'm IN too ! ! = ,positive
BAC Today on Weekly OPEX should  pin around 11.35-11.50 & next week going higher as  we approach March 7th StressTest IMO.,positive
AAP is oversold here,positive
Equity Alpha: APH looks awesome  break of 71.25. Great Jan earnings and good consolidation. Tgt 75  ,positive
NKD kisses 170 hello... I am a golden God,positive
YHOO Bullish Breakout confirmed on Expanding Volume  ,positive
"VMC MACD, Slow STO turning up from oversold...EMC buying w/ 89 mil float. J-O bottom.  ",positive
NSPH looks like a possible move to 2.35 ... no pos here,positive
user you so funny AAP bulls,negative
YEP nice...may go along w/ OPEN.  ,positive
On way up: I love AAP! I love AAP! I love AAP! I On way down: I HATE Apple! I HATE Apple! I HATE Apple! #TradingWithoutAPlan,negative
YHOO is probably done for a couple months ... sideways to down is just reality from here.,negative
GMC is breaking out. Bullish MACD crossover.  ,positive
AAP New 1 yr low today for Apple  431.28. Could 310.50 be next?,negative
What is JCP real estate worth if no-one is buying big box space in today's market?,negative
"Come fly with me, let?s fly, let?s fly away ! al",positive
VS Swing Trade Quick Pick: as Vegas Sands (VS) |  ,negative
AAP loading up on Jan 2015's 440 strikes  62. 7 options for the price of 100 shares where will it be in 2015?,positive
QCOM vs QQQ = elative strength  ,positive
AFFY GMX GOOG NVA THD MACK 5 Stocks Poised for Breakouts - My story via user  ,positive
"ooking to short on GDX production company, was looking at H SA IAG... Anyone have a short thesis on a name?  Wld greatly appreciate it",negative
nwinding of the Worlds Most Widely Held Position is never pretty. STDY this AAP move and identify the next Hedge Fund Hotel.,negative
"user: user H and IAG are on my shorts list. SA I dont know about>> TY! was looking at Cash flow for H, burning abt 30mm/Q",negative
VXY Another ong BPOP Snort... 9s next week on VXY to new AT highs in indices,positive
"AAP Smile of Friday EOD : The ast 6 Times Tim Cook Has Talked, Apple's Stock Has Dropped  ",negative
AAP we close below 435 today.... thats no good (great for bears),negative
I wonder if AFFY might go bankrupt. Or change their management. I mean 85% drop in the stock price and now a lawsuit.,negative
AAP Bearish MACD Crossover,negative
AAP bad news keeps coming. They say when it rains it pours. Puts paying dividends. 420 damnit,negative
Holding AAP Mar 8 420 puts into the weekend. Every intraday rally got sold into. ooks like poop.   ,negative
"Gap filled, doubt it holds AAP NDX COMPQ SPX #Toaster #Apple  ",negative
AAP holding all of my current positions over the weekend   ,negative
#Ackman you should be really going after PI. Classic example of MM firm. worked for them a year or so. Momo is in favor. #yourWelcome,negative
VS weekly. Sorry suckers. bearish bat under resistance.   ,negative
"Some profit taking today, but Mar 12.5C OI is pointing higher for GDP. 26M float, 24% short, love it over 13.85",positive
user: GEVO  Thanks for sharing !! Great article !!,positive
Whisper expectations for SWHC  ,positive
"Isn't AAP getting unjustly punished for having too much cash, good problem to have, no? I still love my Iphone! happily trapped in ecosys!",positive
"AAP    Capitalizing on the bigger picture moves, with the higher time frame weekly MACD  ",negative
PPG - Seems like a pretty low risk/reward short opp.  Stop above volume resistance.1st tgt gap fill  ,negative
It's not the first time that AFFY has problems with their drugs.,negative
AMZN short idea  ,negative
CAT short idea  ,negative
CME long idea  ,positive
CSOD long idea  ,positive
WYNN short idea  ,negative
SM breaking upper channel resistance line to make fresh 52 week highs on high volume. ooking for continuation.,positive
DECK Bullish Breakout on Expanding Volume.A move towards 48 can be expected as long as 45.2 holds  ,positive
MYGN sell stop under Friday's low or limit to short near 26  ,negative
eview Of Open Positions - Stocks -  AEE AN ASGN GMC GOOG HTZ NKD PO SWI V,positive
"Stalking. ising channel on FI. If a pullback happens to 25.8, must be bought with a 25.45 stop  ",positive
Stalking. XX watching for a break of 8.23  ,positive
BSX Weekly: 10 & 200 meeting  ,positive
"  SPY,IYT, FDX, PS A closer examination of transports and market best to have seen 2 prev vid  ",negative
"EV anything financial, over 41.20   ",positive
"OVI  volume returns again, buy once it gets through top of that downtrend line    ",positive
Tough loss...but MSG still looks good #knicks  ,positive
BAC daily triple bottom? ;) Bullish unless loses support (then short it)  ,positive
BAC 60 in bullish harmonics  ,positive
BAC 60 min bullish harmonic w/Fibs   ,positive
user: user I went long on MSFT for this week. I'm still bearish on MSFT but we're in bull market. I'll close out this week,negative
H great risk vs reward with stop under Fib 2 at 4.50  ,positive
"ong Nike NKE, ange esources C,  h/t Nike user",positive
"53 Short Ideas,  led by miners, FCX NEM IAG CF PAAS, BID, & AAP eyeing 400. Many extended, but trade able.",negative
Chromebooks...the future...  goog aapl,positive
SHD When was the last time you saw Kmart and Sears full of people?,negative
KO #AXP WFC IBM - Warren Buffett launches into another giant hunting  ,positive
"Automatic cuts starts today, european crisis goes worse and worst but SSYS DDD XONE are going to pop! Anti austerity hype stocks!",positive
"BYD horrible quarter, pretty much declines across the board.  Borgata was expected, but other locations saw declining revs & EBITDA",negative
user: AAP  down .6% premarket . Anyone know where the bottom is ZEO? if it does not stop before that I 'm buying it !,positive
opening momentum watchlist: KEX CHTP THD DCTH ZIOP ZNGA HES VMW XONE ACAD SPT,positive
AAP hmm. I'm not saying a word. Fan boys/girls keep your hate to yourself.,negative
"Get divi approval from Fed (likely), it takes off user: Post from last night on Bank of America BAC -  ",positive
"PPO: 2) GM estimates 20% Y/Y unit growth for volt (36K). great headline, but PPO built capacity for 60K+. this is bad for margins. (2/4)",negative
"PPO: actual #s for volt & leaf tell a different story than mgmt's. 3) feb leaf sales down M/M again, now to 500 units. (3/4)",negative
DCTH strong start,positive
TA swing from Friday :) and watchlist  ,positive
user: GOOG gonna take out 2x AAP shortly now all it has to do i split the stock 10X for an accurate penis measurement,positive
Today's Watchlist for SHOT Stocks: MTG; ITMN; ANAC; OWW; DMND,negative
CSOD Blue Sky Breakout today:  ,positive
user: AAP please tell me how I could explain my wife I lose 51K on the best cie in the world Tx ~share when you figure it out,positive
"NKD I am a golden God, do not fight me  ",positive
GOOG 1000 PT coming soon!,positive
STEM starting its climb back up,positive
ISIS another leg higher,positive
"Watch PCYC , looks higher",positive
"PO continues to recover well, but really needs some volume on the upside to sustain it  ",positive
HN over 18 again doing above avg volume   ,positive
"DCTH better volume now, 1st tgt 1.75",positive
"AAP has 939M shares, GOOG has 329M shares MSFT has 8.38B shares so close to = share price puts Goog around 285, AAP 425, MSFT 271",positive
"SZYM like the start, needs a move over 8.90 on vol",positive
"GDX 3 yr low here, think this move is forecasting the long-term top on gold (GD) H IAG getting hit hard today #bubblebursting",negative
AAP trading 263/ share plus CASH,positive
ODP buy 4.15 -4.17,positive
AAP another leg down to 422ish,negative
DK from watch list just over lien with volume of 27% of full day average  ,positive
CSOD DVA not letting up on the gas this morning,positive
Bull of the Day: ed obin Gourmet Burgers (GB)  GB MCD WEN,positive
CSOD #beastmode,positive
BYD gearing up for another leg higher,positive
Hi all! Catch me on user today at 2:45 p ET breaking down JCP and an update on Terry vs. Martha M MSO APP JCP TGT ,negative
Z Zillow from watch list over line as a continuation with volume of 40% of average full day   ,positive
AAP 422 nxt tgt,negative
AAP closed 1/2 of my positions and riding other half    ,negative
user: Fund mgrs are the sellers right now. Have to clear AAP. In downtrend early seller gets  worm. ~should have started in OCT!,positive
Best behaved in today's market action? PFE,positive
AAP Just pulled the trigger on Jan 2015 430 65 sold thursday 430's  for 4.5! in the ONG game now,positive
PFE is the street asleep? I want some commentary on this move!,positive
AMZN GOOG and CM move higher as the NQ_F turns green,positive
"AAP dips below 400B, Buffett tells Cook to ignore cash complaints, buy back stock  AAP",positive
BYD possible bounce zone,positive
Equity Alpha: ike IBM on break of trendline resistance at 203.50 Should retest earnings high  207  ,positive
Equity Alpha: Watch for PEP to start to take off over 76. ooking for 79.50 in couple weeks.   ,positive
"user: AAP GOOG etail - dont get stuck holding google bag like you did aapl, google a sucker high here 1/10 the vol=  fast fall",negative
FFIV looking for  a quick move to support at 86 especially if SPY lead the way down,negative
".user, Cook is fine for AAP. People were skeptical about Chambers at CSCO, too. Markets are not always prescient.",positive
user: tour de AAP gap fill  ast gap of hope filled,negative
user: AAP 15min. one green 15M candle all day and it was the lowest vol of the day  ,negative
user: AAP Apple will call the bottom with a big buy followed by announcements. you are pretending there are adults in charge  AAP,positive
"Green Daily Triangle on MH,....Scaling Down  ",negative
"BYD starting to work, 6.88 stop",positive
user: SPY HG_F C_F FCX These breakdowns suggesting a SOFTE global economy?  Pull SPX with it?  ,negative
"BYD taking some off here, 6.90 stop",positive
"PCN looking for a move to 710-711, has to hold 705",positive
"ISIS, peeling some off here 16.19",positive
"For those not following MBI, a conservative Fair value in 18 ...25 is realistic ...when they settle w/BAC (soon) it'll get there FAST",positive
AXN taking half off here,positive
user: AAP I am sure we all have our equivalent Mercedes size loss somewhere in our career i'm down 1 or 2 till it comes back!,positive
THD finally,positive
"BBY I'm in some 18 calls, short squeeze is starting...",positive
ISIS looking for 16.30-35 next tgt,positive
"VX all time high, and on good volume, just what you want to see for a sustained move  ",positive
AAP long 423 and under buying,positive
"This is AAP's 9th consecutive day under the 2003 trendline. When a multi-year trend breaks, be short or be long gone.",negative
ssys statement of cash flow still a secret. no mention of operational cash on CC. no analyst asked about Cash flow either in Q&A. oh well,negative
DCTH finally ... taking more off 1.79,positive
SWFT watching for a move over 13.95,positive
"like the look of MCHP here, giving us a nice entry, probably write something overnight",positive
"HES broke intraday bollinger band top, now c&h & holding above resistance- watch for intraday b/o  ",positive
Take a look at how IDCC behave when it breaks above or have a Bullish MACD crossover.   ,positive
user:400 delta between AAP and GOOG today is possible As soon as GOOG does a 1:3 split will it be comparable + > 1/10 vol?,positive
"ed Weekly Triangle on JB,....Scaling p  ",positive
WFC BAC C Your dark horses for the week. Will come from behind to  to take a lead. CA,positive
user: AAP traders are attracted to round numbers like 400.  sure but this stock is traded 75% by computers,positive
"user: AAP, simplest answer is  the right one (Occam razor). why apple keep going to south? no buyers until turn around of some sort",positive
just bought AAP cheaper than it has been in years..+ a 2.65% div!,positive
Massive sell off AAP. GEAT,negative
AMZN flagging today. Might buy before the close and hold overnight if it closes above 273.,positive
"user: AAP After google hit bottom a few yrs back, it rallied for a year. What's your time frame? 10 X 420 Jan 2015 !",positive
MS Morgan Stanley Option Bull bets 1.6 Million on an up move by July  ,positive
"user: GOOG almost 2x AAP now, gonna hit it tomorrow, prob 824/412. please check your facts AAP is 2.85x more than GOOG +10X vol",positive
BAC Solid Buying on EOD !!!!,positive
GEO took profits here +18.6%  ,positive
HD breaking and holding above 70 for new all-time highs  ,positive
M breaking out on heavy volume and bounced off nicely at Fri's close  ,positive
380 AAP could do a leveraged buy out of itself with cash on hand and low 8 earnings finance.. if there was a bank big enough,positive
user: AAP I sure hope their P dept monitors this sentiment after IPO company don't care and APP never did,positive
user Just waiting for the numbers. No insights into them APP,positive
SNTS kills it,positive
APP goal EBITDA margin of 15%. The Dov dude is focused on 20%. 800 in sales at 15% to 20% that is lots of bacon,positive
"NFX - We have no current plans for a BBY app - No app for AMZN Kindle, Evernote, Hootsuite, Whatsapp, IDG.TO Kobo",negative
"ES_F Interesting parallel between apple AAP bubble,and the fed has your back bubble: AAP peaked with 4th phone.Fed peaked with 4th QE",negative
user: DIS Eyes on Disney... knocking 56 door again.  ,positive
ANTH today was a great entry point. Huge insiders and institutional bought here. Just recapitalized. High Target Price. ONG,positive
Three Dividend-Paying Guru Stocks - Sizemore Insights  ADM CHK JNJ HNZ WFC DVA BBY,positive
user: AAP Motley fool says apple gets to 1k b4 GOOG on CNBC since AAP has 2.85x more stock it is already over 1200 IMHO,positive
E Competition egulators to fine MSFT before end of Mar for breaking 2009 promise to offer rival browsers in Win OS - 2nd failed to comply,negative
AAP holding weekly puts.,negative
"ed Daily Triangle on TPM,...... Open ong at 6.40  ",positive
"user: AAP Pigs Do Fly!! user slags TC for not listening to shareholders, not buying NFX twitter,or  1Bper wk stock!",positive
AAP to many people think the ip5s will be bigger/smaller or what ever but what if it was the watch? think dick tracy ? micro sized,positive
NEW Blog Post: Followup to Yesterday's Watchlist- ots of Movers  DVA CSOD HES DXJ HD AXP CSX BAC OIH BBY,positive
AAP wouldn't be surprised to see retest of 435 level as new resistance sometimes this week   ,negative
VNG when it gets ugly like this is always time to buy 2.90 to 3.00 will start #1 entry buy tomorrow,positive
AAP when it gets ugly like this is always time to buy 410 to 420 will start #1 entry buy tomorrow #2 at 400 to 410 or 421,positive
ISIS we open anywhere here or under 16.75 we see 17.25 - easiest .50 cent trade ever,positive
EVC Bought more today for the 4th time - going much higher - all the major funds in media plays will buy this one - target easy 3.00+,positive
user: bet it all on AAP right now. ather bet on AAP 52 week low than all the vapour-ware 52 or A time highs.. poof,positive
Set ups I like for tomorrow:  ZNGA BOX FB VMW GDOT W Others set ups I like:   ,positive
ong idea in MCHP for tomorrow  ,positive
user: AAP Who is gonna trade in their watch for an iWatch? what if your watch was actually an iphone?  ,positive
Market Wrap Video + Additions to Watch ist  including: CYH DGIT EWBC  NGS PKG,positive
"BAC 14,000  11,45 after-hour ... Somebody Know something ?",positive
"For those that believe GM still leads mrkt tops, recent action is not positive DIA SPY DJI SPX  ",negative
"More like 100. John is conservative user: APP Aims to Open 60-70 New Stores Over Next 3-5 Years  next step, re-fi",positive
OXGN this stock has majort support at 4.00 range and should rebound hard back to 4.30+,positive
"user: AAP  What point does this get delisted from the NAS 100? ? not while it is in the top 100 duh!  currently #1  nasdaq, #2 world",positive
  On Jan 24th we posted this video on aapl....no change...be careful...   ,negative
"trade idea Buy JIVE  16.80 , target 20 , cut below 15.70  ",positive
AAP Fib 50% retracement from 2006 low of 6.36 to 705.07 would be 355.72  ,negative
CYN on flag break or Over 43.00  ,positive
 Over 64.05 may need to rest first  ,positive
PKG  Over 42.46  ,positive
... cloudy big gap bottom? VMW  #hammer    ,positive
#ContrAlert Don't Panic: Wall Street Is Going Crazy For Student oans -- But It's Not a #Bubble -  SM,negative
ZNGA entire body is about 200 day moving average today for the first time!!!!!!!!!!!!,positive
AAP still flying off the shelves..  ,positive
GDI breakout on huge volume ! ooks ready to test the highs.  ,positive
SWFT Flagging for a move higher. Watch for a break over 14.30 with volume  ,positive
Watching AD for more upside. Breakout at 1.76.   ,positive
ZNGA Wants to breakout. 3.76 is short-term resistance.  ,positive
"AAP could buy back 100m shares for 40B, saving 1B/yr div payout! 35% discount on share price +10% value increase to shareholders win-win",positive
user: VZ 6.2 million of 9 million phones sold were AAP strongest period of sales since 2011 FIE THE CEO!,positive
"From the look of it ill be averaging down aapl around 380, there is no bottom around here.",negative
AAP Is Still Cool  ,positive
AAP will be buying on all dips today - an APP trade a day keeps the doctor away trade range 422 to 428 today,positive
NKD no rest for this stock as it soars into new highs   ,positive
CEG exactly what you want to see a stock do after basing / consolidating. New Highs   ,positive
HD - patience always pays off. Broke out to new highs   ,positive
OY worth eyeing - keeping on your watch list  ,positive
CPW is flirting with new 10yr highs in pre-market,positive
Watchlist for today TTNP SNTA IMM FM OEX DCTH,positive
VHC  breakout watch 36.7+  ,positive
"ANTH +13% in PreM. HODING ONG. Average TP 2,6. Huge institutional and insiders bought in previuos week.",positive
E  ready to break key resistanec at 65  ,positive
"SWHC still holding all my shares bought at 7.69. Have June10 Calls that are playing well too. Sold my MA9s yesterday, too soon.",positive
AN peeling some off,positive
AN taking more off,positive
I will short ASNA under 18.35.,negative
ACX watch it over 5.35.,positive
"V nice clean move above 160, close near here would be very bullish  ",positive
user: GOOG at 830 feels a OT like AAP at 705. .feels very overextended here. CATION are you afraid of that OW 800k Vol?,negative
ACAD trying to move over 6.50,positive
NDAQ triggered pennies yesterday and continues a bit today with volume of 16% of full day   ,positive
Whisper Expectations for F  ,positive
if AAP were as dead as some predict I would hope that the premium on puts/calls would be lower,positive
really having some anger boil over for missing NFX short on the gap today. not gonna chase.,negative
long a little TP,positive
BAC Here is the entry for the long IMO ot of Volume + over 11.65 !!!,positive
AAP in some lotto 500 calls for next week!,positive
"#13for2013 SCA & NKD are champs, both up 50%+ in 2013  ",positive
HES the latest target of increasing energy-focused activist investing. Investors can cash in. OXY  ,positive
STEM continuing move up - possiby getting some bounce from ANTH upgrade,positive
AN moving higher from consolidation of earnings pop  ,positive
"NS oad puts, HF is about to get blown up imo!",negative
"NKD mild divergence creeping in, could arguably ease back to mid 160's, but long-term rock solid  ",positive
JOE holding that 21-21.50 area for now but longer-term trend endangered  ,positive
"NAN like the daily and intraday setup, will try over 18.80",positive
user: AAP you know its a extremely bullish day in the market when apple is up 2% = 10 BIION!,positive
AXP - Boom-sha-ka-laka via user  ,positive
"CTGX rallied smartly from first support, strong breakout today, surprised so few follow this one  ",positive
"PO still some work to do, needs volume on any move higher from here  ",positive
AAP not falling getting ready for the next leg up?,positive
"Other longs are S down small, and FNP, NKE, C, MCHP in last two days",positive
"WFC Ho hum  Giddy up CA eady to sprint to new high, BAC needs to clear 11.64 resistance",positive
AC tightening stop to 3.30 now,positive
AAP goes higher on European close.. IMHO,positive
CEE wants 51.82. Then I think it's time is up imo.,negative
ZOT Sold at 10.99 the shares I bought Mar 1 for 8.8,positive
"AAP hats off to user who dropped the last blood yesterday, should have split down!",positive
"HES another leg up- only position in the red yesterday, now well in the green",positive
CEE hit fib level 51.80.,negative
PFE sticking with!,positive
AN taking some off here,positive
I need to liste to the little devil on my shoulder more often > In 1000 MTG  5.17 lord help me lol,positive
Oh CEE....,negative
user: user  'old technology' are more expensive .Market not for AAP ~THINK more nano/phone/watch dick tracy not rolex,positive
MBI is stuck at 12.70ish. I say this is bullshit.,negative
"CMG While traveling through Kalamazoo, MI on Friday at 6:00, the place was empty. This is the growth hopes for the company. eshorted  325",negative
AAP iphone watch like this..  ,positive
"user: AAP wonder how many jumped on the short side with that 52 wk low,  hardly ever smart to go short on lows or long on highs",positive
"CMG is not necessarily Kalamazoo, but towns like Kalamazoo. They will not buy a 7+ burrito, they don't see the value in it like I do.",negative
"AAP ppl buy Android cause it is cheap, but a phone that you wear like a watch cool  Game changer!  Think big! all the parts are there",positive
Helped my brother buy BGS & AAP yesterday. F last week. Better cash in a free dinner while I'm hot.,positive
"lots of good ideas are to earl AAP didn't invent tablet just introduced it when right,  goog glass=smartphone/glasses perv device",positive
"user: AX looks good for higher prices, gapped above base and held, updated 30 min view:  ",positive
"user: AAP Wow, when was the last time we were up 3% doug Kass umour, Einhorn umour let it HOD on no rumour and then :D",positive
Quietly IBM has been on a nice run. Value lies in its transformative nature. Our take from fall:  ,positive
AN stop to 775 on remainder of position,positive
AAP  finally --- now we can run !!,positive
WFC SB is culprit for weakness. Bowe puts 44.75 target,positive
user: AAP This rally won't last IMO great I will sell you some AP5 430puts for 14? money where mouth is?,positive
user: Suddenly everybody is bullish on AAP. You should hear people on AAP yesterday last 6 months!,positive
user calling for rotation out of everything back to AAP everybody back on the AAP CAT!,positive
Small weekly put position in NFX here,negative
The easons I journal...and Pivotal Moments in the Market  (new blog post ) DIA SPY AAP NKD,positive
"NFX daily make green dot buy yesterday 192 up target, not overbought or oversold still positive.  ",positive
MTG Cant wait to pull the trigger on that one!!!!,negative
"AN still flagging, will add to my position over 7.86",positive
AAP traps works better with a QICK SNAP!. dead bulls and bears IMHO,positive
SHOT MSFT  28.29,negative
AAP I imagine the bears jumping up and down on that 433.. got it down 0.25 in 30 minutes,positive
"user: AAP nothing like firing of CEO to make investors panic other than stock price, it has been best co profit and sales ever",positive
CEE mother faacker.,negative
"user: AAP Price is volume, volume is key  15M+ action I will stand on the other side of your shorts",positive
user: Is GOOG ripe for shorting yet?  looking for that 10%-15% drop? it happens in a second with the goog (low Vol),positive
TAB looks like its breaking out a falling wedge  ,positive
"Equity Alpha: user F looks like its bottomed and ready to go over 13. If breaks, look for 14+   ",positive
ENOC - need a catalyst? thx szaman not paying attention to it.   ,positive
"Equity Alpha: INFA is our fav short opp. No growth this year, high valuation. Short under 34.50   ",negative
MTG don't be a bagholder!!!!,negative
"user:tools - macbooks/phones etc - i do not imagine much time for toys AAP ipod- toy, iphone= itouchw/phone, Ipad=big itouch",positive
BAC IMO 12.50 is a question of day from Now !,positive
"AAP once you have the smartphone-mini you can ad as many APPS you want , because you wear it, not stuffed in pocket.. think SII v/comand",positive
user: user AAP  GOOG Glass is not a rumor.Gglass is a s/phone/glasses *perv alert* & women hate  ,positive
I will short ASNA once it fails 19.07. Gonna be worth the wait.,negative
"user: why curse GOOG by raising target to 1,k? (currentlyAAP is trading at 1200 FYI)    stock price = dick size (or lack of)",positive
AAP & GOOG it is all Skynet trading right now lockstep 3 Pm it will get exciting again,positive
"KKD Yummy, yummy, doughnuts. ong at 14.25",positive
VZ ooks like an 11 day winning streak,positive
"AAP probably small fadethen a pop finish (I think 435-437).. everything is green today,  tomorrow.. who knows",positive
"As long as it doesn't cross the 21.58 Fibonacci evel, the short is valid. INTC",negative
user: AAP Treadmill stock. Dare I place 440 call? lots of people betting on 450 next friday,positive
CPSS - yup I see it :) nice stocastic cycle  ,positive
"eading stocks topped early in the day, even as ES_F pushed higher. elative weakness on a strong up day. SODA SPW QCOM FB AAP BID",negative
JMBA from watch list has volume of 103% of ave full day - slightly over line   ,positive
user: AAP Covered 1/2 +7.27 (434.97 - 427.70). ? good in and out you might get to re buy in 30 minutes,positive
does everybody know that AAP  & TC can do VEY little in regards to a stock price? you should be praying to SKYNET and GS,positive
SHOT MTG  5.18,negative
Bot AAP puts as this is a dead cat bounce. Free fall will continue into Friday.,negative
Come on MTG do the Harlem Shake.,negative
"user: JCP if ya think this won't bounce on that news, see GPN>> Agree, but still a dying business on both accounts",negative
CIE Seems geady to go South  ,negative
AAP strong if they keep buying into the close..,positive
"Watch SOH here under 46.73, could be a short imo.",negative
"DN MTG, anyone thinking of shorting these names?  These 2, specifically, DN seems to have a history of huge spikes up and then collapses",negative
COST 5 min   ,positive
"SK Check the intraday, tell me this thing isn't ready to blow up.  Almost 30k shares traded in 1 minute EOD :)",positive
user: AAP The days you wished that you had bought in. I spent some money averaging down to 420 yesterday yeehaw!,positive
DNKN slightly above resistance  ,positive
"user: AAP, if everyone thinks its going up tomorrow, its going down.. ~ you speak as if humans were in charge.. not SKYNET",positive
NYSE After-hour Most Advanced: HCI EX EPZ POE PQ EDG SXC GTI EGY,positive
SWHC call starting - sunshine and bullets.  Ha! lol,positive
MTG MGIC Investment commences offering of 135M shares of common stock - Trading Thru Post market highs at 5.5 on dilutive news ong MTG,positive
"SHD added to short position on move up, Sears headed lower part II now available:  ",negative
"PAY - DOWNGADE.... lemme just check something real quick... actually, PGADE! - anyone else notice a 12 gap here?",positive
user BrokeInvestor634 I may have been wrong about that pullback. SII,positive
Market Wrap Video + Additions to Watch ist  including: AO GMC IMC IQNT JEC SOX,positive
TWX Wait for re-entry point: 54-53.,positive
AAP  from  Still nothing bullish here,negative
AAP How an Internet-trained Apple analyst lost tens of millions of other peoples' money  ,negative
big freakin HT to myself as CEE was the ONY stock mentioned in  my Dec12 video as a breakout stock for 2013 :),positive
seen to outperform peers this week: NF CEG PCYC N MWIV GW VMI TM NKD GOOG MPC ADS ATHN CEN BIIB MIDD MSI,positive
TAB has just broke a Falling Wedge Pattern. Short-term sentiment has turn bullish.   ,positive
NVDA MACD indicating that the current short term price trend is bullish.Breakout watch over 12.85  ,positive
AAP sharing where and why I added to short position yesterday VIDEO  ,negative
BAC Around 10AM On Factory Data I expect a Slight Pullback that could be a entry point B4 the run over 12.50,positive
will AAP go down?,negative
"BAC finally bought BofA, don't know why.  Just one of those hunches.",positive
AAP  -  Apple may introduce the next iPhone and iPad in April  ,positive
NVDA Will watch to see if it can break 12.85,positive
AAP nice to rally without a rumour,positive
AMTD TD Ameritrade two massive blocks of upside calls over past week.  ,positive
KEX strong start,positive
BAC in next weeks 13 calls at .02...,positive
ENOC good start like it over 17,positive
CNQ nice start but needs better vol,positive
